Row,Flag,Question,Answer,Category,Reason
2551,#redflag,"The system must provide for tracking of all relevant event information; charges and charge information; law enforcement, victims, witnesses, and other case-involved persons; sentencing information (in",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2552,#redflag,"Due to the sophistication of today?s security threats and the sensitivity of data stored within ATLAS [such as Personally Identifying Information (PII), Federal Tax Information (FTI), and cases involv",?FTI / 1075,ACCURATE,Aligns with CMDT and Spring '26 docs
2553,#redflag,"Facilities Inspection and Materials Testing. The Contractor agrees to permit access to its facilities, subcontractor facilities and the Contractor?s processes or services, at reasonable times for insp",?Right to Audit. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2554,#redflag,Internal Revenue Service (IRS) Publication 1075; ,?FTI / 1075,ACCURATE,Aligns with CMDT and Spring '26 docs
2555,#redflag,"OCSE has agreed to review and monitor the work during the Design and Development Phases of the Project, which shall facilitate their post-implementation review of the ATLAS Replacement System. Arizona",?Possible / Likely Right to Audit for OCSE certification. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2556,#redflag,"The IM Contractor shall provide, at a minimum, the following Deliverables as part of Task 3, System Security Plan: ",?The project Security Plan cannot be integrated with the Platform security plan. Platform plan can be used as inheritable controls for the state/project SSP. There will be customer responsibility (partner) to build out the project / state plan. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2557,#redflag,The solution must meet the Web Content Accessibility Guidelines (WCAG) Version 2.1. ,?WCAG requirements. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2558,#redflag,"Any system proposed by vendor shall be compliant with the following standards: FedRAMP, CJIST, NIST, etc. ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
2559,#redflag,Disaster Recovery (DR): Vendor to provide disaster recovery options upon submission of contract should RFI move to RFP. RTO: 2-4 hours RPO: 1 hour ,?RTO/RPO requirements exceed our capability. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2560,#redflag,Ensure that the public Internet portal is ADA compliant ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2563,#redflag,"Disaster recovery requirements are provided in Attachment A, Functional and Non-Functional Requirements, inSection 2.4.2, Technical Support Escalation Process, and inSection 22, Service Level Agreemen",?0 RPO and Not-Listed RTO,ACCURATE,Aligns with CMDT and Spring '26 docs
2565,#redflag,"13.05 - All public facing aspects of the solution should be designed, developed, and maintained to comply with California Government Code Sections 7405 and 11135, and the Web Content Accessibility Gui",?WCAG 2.1 ,ACCURATE,Aligns with CMDT and Spring '26 docs
2566,#redflag,AvailabilityThe system shall be available 99.9 percent of the time. ,? 3 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
2567,#redflag,"NF.07 - The solution shall comply with all California and Federal accessibility standards set by laws and regulations, including but not limited to the Americans with Disabilities Act (ADA), Section 5",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2568,#redflag,22. Please describe your solution?s compliance with ADA accessibility for California State Government websites (i.e. 508 compliance). ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2569,#redflag,All employees of the Vendor and Vendor?s subcontractors (herein referred to as Vendor Staff) will sign Non-Disclosure and confidentiality agreements in a form prescribed by HCD. No Vendor employee is ,?Customer NDA,ACCURATE,Aligns with CMDT and Spring '26 docs
2570,#redflag,"All solution including generated documents must comply provisions included inWeb Content Accessibility Guidelines (WCAG) version 2.1, level ?AA?. ",?WCAG 2.1https://www.salesforce.com/company/legal/508_accessibility/,ACCURATE,Aligns with CMDT and Spring '26 docs
2571,#redflag,Classify data assets (SAM 5305.5; SIMM-5305_A) (https://www.dgsapps.dgs.ca.gov/documents/sam/SamPrint/new/sam_master/sam_master_File/Chap5300/5305.5.pdf [dgsapps.dgs.ca.gov] ; https://cdt.ca.gov/wp-co,?Salesforce does not have access to customer data to perform this activity. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2572,#redflag,"The solution shall achieve a system uptime of 99.9% of 24 x 7 x 365, other than downtime for scheduled maintenance ",?99.9% Availability. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2573,#redflag,The solution shall have seamless navigation and meet the two seconds metric for page loads 99% of the time ,?SLA Metric. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2574,#redflag,The System must comply with Section 508 of the United States Workforce Rehabilitation Act of 1973 ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2575,#redflag,The vendor must develop and implement a Technology Recovery Plan (TRP) compliant with TRP Template (https://cdt.ca.gov/wp-content/uploads/2018/06/SIMM5325_A_June-2018.pdf [cdt.ca.gov]). ,?This would be a partner responsibility. Our Recovery plans are outlined within the DR/BCP documentation available via the Trust Portal. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2576,#redflag,The vendor must develop and maintain a plan of action and milestones (POAM) (NIST CA-5) for the information system to document the organization's planned remedial actions to correct weaknesses or defi,?Weakness Management Activities are performed and submitted to the FedRAMP JAB for processing and management of POAMs. More information is available within the FedRAMP SSP. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2577,#redflag,"The vendor shall allow a third party contracted by the State to perform web application penetration testing and vulnerability scanning from an external, non-authenticated origin and an internal, authe",?Customers cannot perform an internal test against Salesforce assets. Customers can perform an authenticated (Customer ID) assessment on the external side of the firewall. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2578,#redflag,"The Vendor shall develop a Disaster Recovery (DR) Plan that addresses the recovery of hardware,software, and data that meet HCD?s Recovery Time and Recovery Point Objectives for the solution. The DR P",2 Hour RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
2580,#redflag,The Vendor shall provide notification to HCD within two hours of any suspected breach of security involving an individual?s personal or health information. ,?2 Hour Breach notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2581,#redflag,"The Vendor will conduct background checks in compliance with California law for all employees working on this program according to procedures approved by HCD and in accordance with California law, and",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
2582,#redflag,99.999% uptime ,?5 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2583,#redflag,ASD standards ,?Need some information on this. This looks to be applicable to an Australian standard. ,ACCURATE,Aligns with CMDT and Spring '26 docs
2584,#redflag,"Each module will be designed and tested to provide adequate accessibility, according to relevant standards such as the American Disabilities Act. ",?508? ,ACCURATE,Aligns with CMDT and Spring '26 docs
2585,#yellowflag,Auditing on hosts capturing all security related activities and the environment must maintain the event logs for up to 7 years; ,?Would require Real Time Event Monitoring + Offsite solution. (Note to Partner). ,ACCURATE,Aligns with CMDT and Spring '26 docs
2586,#redflag,"Conformity to State Web Presentation Guidelines: https://gic.delaware.gov/webstandards/ and the specific editions of the standards and guidelines listed in Chapter 7 of the Section 508 Standards, espe",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
2587,#redflag,"Evidence of IPS signatures and events being maintained, which may be requested by the state for validation; ","?We do not provide HIPS. Also, cannot provide a list of signatures. Right to Audit. ",ACCURATE,Aligns with CMDT and Spring '26 docs
2589,#redflag,Internal Revenue Service Publication 1075 Compliance ,?1075,ACCURATE,Aligns with CMDT and Spring '26 docs
2590,#redflag,"The PROVIDER must warrant that they will only assign employees and subcontractors who have passed a state-approved criminal background checks. The background checks must demonstrate that staff, includ",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
2591,#redflag,Vendor shall immediately disclose to OST the discovery of any security breach or suspicious intrusion involving Confidential Material and shall identify the type and amount of Confidential Material th,?Immediate Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
2592,#redflag,"Within six (6) months from the termination of the Agreement, all Confidential Material, regardless of form, shall be permanently deleted or destroyed in accordance with all applicable law, orders, rul",?Certificate of Destruction,ACCURATE,Aligns with CMDT and Spring '26 docs
